sample_id,status,max_ram_kb,exec_time_ms,avg_cpu_percent,failed_to_parse,exit_status,nodes,edges,mccabe,density,max_out_degree,max_in_degree,avg_out_degree,avg_in_degree,branching_nodes,merge_nodes,entry_points,exit_points,islands,cycles,detected_entry,reachable_nodes,total_nodes,coverage_percent,max_depth,orphan_nodes
Contract_0x18d657832c75a9ac8bc5d15a129d5f23b04f8628.evm,ok,120136,3860,98.96,false,,244,255,13,0.0043,2,4,1.05,1.05,104,8,1,93,0,false,0,244,244,100.00,33,0
Contract_0x18fe2ed05b78fb98be7e232975529ade3ebefd57.evm,ok,109384,1820,98.90,false,,41,42,3,0.0256,2,2,1.02,1.02,18,2,1,17,0,false,0,41,41,100.00,13,0
Contract_0x191e2c947a37816a75c7db1d6d14dd9974583a6b.evm,ok,116888,3280,98.78,false,,163,168,7,0.0064,2,4,1.03,1.03,66,4,1,61,0,false,0,163,163,100.00,19,0
Contract_0x1929768c55da174c8e14838a12229392a663875d.evm,ok,118612,3390,98.82,false,,240,251,13,0.0044,2,4,1.05,1.05,104,8,1,93,0,false,0,240,240,100.00,37,0
Contract_0x1964f2f3ce45ac518b18ef4aa4265f8aadcef4ae.evm,ok,114120,2570,98.44,false,,109,117,10,0.0099,2,4,1.07,1.07,40,6,1,32,0,false,0,109,109,100.00,14,0
Contract_0x1977c795b5f52bf6f8150136b07822d1f00704f3.evm,ok,122712,3820,98.95,false,,175,182,9,0.0060,2,4,1.04,1.04,67,5,1,60,0,false,0,175,175,100.00,30,0
Contract_0x1983894a01de535f71e4d5e8919cafb049db6f25.evm,ok,102260,1300,96.92,false,,7,7,2,0.1667,2,2,1.00,1.00,3,1,1,3,0,false,0,7,7,100.00,4,0
Contract_0x19933559f653b193dd5f3d82685d5b04e726f5e9.evm,ok,122856,4880,99.18,false,,158,179,23,0.0072,2,5,1.13,1.13,59,12,1,38,0,false,0,158,158,100.00,19,0
Contract_0x199f7fcfae24c413897be8ab5477950847cd3f0f.evm,ok,121804,3730,98.66,false,,196,221,27,0.0058,2,19,1.13,1.13,79,3,1,54,0,false,0,196,196,100.00,17,0
Contract_0x19c5a48eba1f50d63054144c62ff11665c91e805.evm,ok,115940,2660,98.87,false,,137,138,3,0.0074,2,2,1.01,1.01,54,2,1,53,0,false,0,137,137,100.00,23,0
Contract_0x1C98ad0777973F879EB0Ca89fdD7c90Fc762bA5a.evm,ok,124624,3510,99.15,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x1DDCabB4FF6E0Bf552B034a0EC4aE399BBDB1F6F.evm,ok,113308,1770,98.87,false,,83,90,9,0.0132,2,4,1.08,1.08,30,6,1,23,0,false,0,83,83,100.00,17,0
Contract_0x1a0e82b03130b4fdf8cfba3c41dd7b5e3749ec96.evm,ok,118736,2990,98.66,false,,155,156,3,0.0065,2,2,1.01,1.01,61,2,1,60,0,false,0,155,155,100.00,24,0
Contract_0x1a41781a8ba04f5818c91f62a1ff7df5e6cffc38.evm,ok,167220,24300,99.22,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x1a44e3774780af20657121a8abdd16272f2b388a.evm,ok,110948,1910,97.91,false,,81,83,4,0.0128,2,2,1.02,1.02,31,3,1,29,0,false,0,81,81,100.00,17,0
Contract_0x1a696C27be494BadDfa63A8ff1C37366F526c669.evm,ok,106440,1740,98.28,false,,28,28,2,0.0370,2,2,1.00,1.00,11,1,1,11,0,false,0,28,28,100.00,8,0
Contract_0x1adf9ba15cc8cdc65ff8461e161d74d95c9c4096.evm,ok,114480,2180,98.17,false,,101,108,9,0.0107,2,2,1.07,1.07,38,8,1,31,0,false,0,101,101,100.00,18,0
Contract_0x1b073382e63411e3bcffe90ac1b9a43fefa1ec6f.evm,ok,114036,2550,98.82,false,,141,152,13,0.0077,2,4,1.08,1.08,53,6,1,42,0,false,0,141,141,100.00,15,0
Contract_0x1b14e8d511c9a4395425314f849bd737baf8208f.evm,ok,107592,1700,98.24,false,,51,50,1,0.0196,2,1,0.98,0.98,21,0,1,22,0,false,0,51,51,100.00,14,0
Contract_0x1b73aea1875a0d603fd06cbc41f06d1eb2f9e3ce.evm,ok,176684,21200,99.43,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x1b80c5d3a76176c7119558a6b4b250a6421e893b.evm,ok,113032,2260,99.12,false,,122,126,6,0.0085,2,2,1.03,1.03,56,5,1,52,0,false,0,122,122,100.00,19,0
Contract_0x1bE5d71F2dA660BFdee8012dDc58D024448A0A59.evm,ok,141760,21140,99.76,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x1beCC315E044E8ee8898011609E63F8259d3B124.evm,ok,118016,2380,98.74,false,,53,54,3,0.0196,2,2,1.02,1.02,20,2,1,19,0,false,0,53,53,100.00,10,0
Contract_0x1c5361730f8579dfd8ac5ee1c93f4e182820f876.evm,ok,178164,22040,99.68,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x1c7e265685914927925d6e930a809e942b538db3.evm,ok,118940,2650,98.11,false,,201,203,4,0.0050,2,2,1.01,1.01,88,3,1,86,0,false,0,201,201,100.00,28,0
Contract_0x1d5ad987b743eb624662fe5c62b8f6015554203a.evm,ok,113052,2050,99.02,false,,53,58,7,0.0210,2,4,1.09,1.09,16,4,1,11,0,false,0,53,53,100.00,12,0
Contract_0x1d9bb9efc11ce34cb16751ab35ba5a7a0a5e1a4a.evm,ok,123036,5060,99.01,false,,236,236,2,0.0043,2,2,1.00,1.00,97,1,1,97,0,false,0,236,236,100.00,31,0
Contract_0x1da73c1a17f136faf15a666b645dde92a608d809.evm,ok,116160,2580,98.84,false,,152,157,7,0.0068,2,3,1.03,1.03,61,5,1,56,0,false,0,152,152,100.00,24,0
Contract_0x1dd80016e3d4ae146ee2ebb484e8edd92dacc4ce.evm,ok,113832,2380,99.16,false,,133,134,3,0.0076,2,2,1.01,1.01,55,2,1,54,0,false,0,133,133,100.00,21,0
Contract_0x1e0490cD098B40e61E3370489a0333F6c9e31467.evm,ok,123648,3220,99.38,false,,87,87,2,0.0116,2,2,1.00,1.00,37,1,1,37,0,false,0,87,87,100.00,17,0
Contract_0x1e51f9ba6898bcc9d63da95f5e1b483ef74b30d7.evm,ok,116920,2710,99.26,false,,94,99,7,0.0113,2,3,1.05,1.05,35,5,1,30,0,false,0,94,94,100.00,12,0
Contract_0x1f702f23d315b5aaf2c66eebb5aeea5e7af275c1.evm,ok,111428,1970,98.98,false,,84,83,1,0.0119,2,1,0.99,0.99,36,0,1,37,0,false,0,84,84,100.00,25,0
Contract_0x20306be1fbb05064956514aa687f6ab1bee54e7d.evm,ok,104584,1750,98.86,false,,68,75,9,0.0165,2,3,1.10,1.10,28,5,1,21,0,false,0,68,68,100.00,12,0
Contract_0x203ff0b107fc842ed0fe6680c33e5f0930523af8.evm,ok,116484,2380,99.16,false,,188,197,11,0.0056,2,4,1.05,1.05,81,6,1,72,0,false,0,188,188,100.00,22,0
Contract_0x20742a321f79dd6f57c1c6d5ed3faf3f7db76ea8.evm,ok,103360,1280,97.66,false,,15,14,1,0.0667,2,1,0.93,0.93,6,0,1,7,0,false,0,15,15,100.00,6,0
Contract_0x208bbb6bcea22ef2011789331405347394ebaa51.evm,ok,118180,2810,98.58,false,,152,157,7,0.0068,2,3,1.03,1.03,61,5,1,56,0,false,0,152,152,100.00,24,0
Contract_0x2149984f403befaa4815d31630f4021c95511c8a.evm,ok,119368,2830,98.94,false,,71,81,12,0.0163,2,4,1.14,1.14,30,5,1,20,0,false,0,71,71,100.00,12,0
Contract_0x2163e182b27009517666e9d9584bc660b2e67672.evm,ok,105188,1770,98.31,false,,19,18,1,0.0526,2,1,0.95,0.95,8,0,1,9,0,false,0,19,19,100.00,10,0
Contract_0x216f7bd01cb7d015566527d64bfa04933d7c696e.evm,ok,123560,3560,99.16,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x219e0e991d82a58402eb522bf6eaf82807182d8f.evm,ok,131008,7270,99.31,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0x220f3164be02f0a89dfddf48f5cbf30c60dbd512.evm,ok,112412,1770,98.31,false,,65,66,3,0.0159,2,2,1.02,1.02,23,2,1,22,0,false,0,65,65,100.00,15,0
Contract_0x2253e7dbdb23d36fa2f4b86c8dc13b9ca29510ba.evm,ok,129564,7200,99.58,false,,301,323,24,0.0036,2,4,1.07,1.07,126,17,1,104,0,false,0,301,301,100.00,35,0
